Component Name,File Path,Compatibility Level,Total Issues,Blocking Issues,High Issues,Auto-fixable Issues,Uses Hooks,Browser APIs,DOM Access,Can be Server Side,Refactoring Actions
InsetText.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/InsetText/InsetText.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Label.schema,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Label/Label.schema.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Label,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Label/Label.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
Label.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Label/Label.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
List,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/List/List.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
List.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/List/List.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
MainWrapper,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/MainWrapper/MainWrapper.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
MainWrapper.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/MainWrapper/MainWrapper.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
NHSThemeProvider,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/NHSThemeProvider.tsx,fully-compatible,1,0,0,0,true,false,false,true,0
NavigationSplitView,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/NavigationSplitView/NavigationSplitView.tsx,requires-refactoring,38,20,0,23,true,true,false,false,2
NavigationSplitView.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/NavigationSplitView/NavigationSplitView.types.ts,requires-refactoring,2,2,0,2,false,false,false,false,1
PageTemplate,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/PageTemplate/PageTemplate.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
PageTemplate.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/PageTemplate/PageTemplate.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Pagination,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Pagination/Pagination.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
Pagination.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Pagination/Pagination.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Panel.schema,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Panel/Panel.schema.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Panel,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Panel/Panel.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
Panel.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Panel/Panel.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
ProductRoadmap,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/ProductRoadmap/ProductRoadmap.tsx,requires-refactoring,5,4,1,5,true,true,false,false,1
ProductRoadmap.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/ProductRoadmap/ProductRoadmap.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Radios.render,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Radios/Radios.render.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
Radios.schema,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Radios/Radios.schema.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Radios.server,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Radios/Radios.server.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
Radios,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Radios/Radios.tsx,fully-compatible,0,0,0,0,true,false,false,true,0
Radios.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Radios/Radios.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
GenericCardRenderer,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/ResponsiveDataGrid/GenericCardRenderer.ts,fully-compatible,0,0,0,0,false,false,false,true,0
HealthcareCardTemplates,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/ResponsiveDataGrid/HealthcareCardTemplates.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
HealthcarePlugin,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/ResponsiveDataGrid/HealthcarePlugin.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
ResponsiveDataGridDemo,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/ResponsiveDataGrid/ResponsiveDataGridDemo.tsx,fully-compatible,0,0,0,0,true,false,false,true,0
ResponsiveDataGridGeneric.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/ResponsiveDataGrid/ResponsiveDataGridGeneric.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
ResponsiveDataGridHelpers,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/ResponsiveDataGrid/ResponsiveDataGridHelpers.ts,fully-compatible,0,0,0,0,false,false,false,true,0
ResponsiveDataGridTypes,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/ResponsiveDataGrid/ResponsiveDataGridTypes.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Select.schema,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Select/Select.schema.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Select,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Select/Select.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
Select.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Select/Select.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
SkipLink.server,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SkipLink/SkipLink.server.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
SkipLink,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SkipLink/SkipLink.tsx,requires-refactoring,11,8,0,9,true,true,true,false,2
SkipLink.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SkipLink/SkipLink.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
SlotMatrix,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SlotMatrix/SlotMatrix.tsx,fully-compatible,0,0,0,0,true,false,false,true,0
SlotMatrix.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SlotMatrix/SlotMatrix.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
SlotMatrixToolbar,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SlotMatrix/SlotMatrixToolbar.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
generateSlotMatrixMocks,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SlotMatrix/generateSlotMatrixMocks.ts,fully-compatible,0,0,0,0,false,false,false,true,0
AriaDataGridTypes,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/AriaDataGridTypes.ts,fully-compatible,0,0,0,0,false,false,false,true,0
AriaTabsDataGridDemo,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/AriaTabsDataGridDemo.tsx,fully-compatible,0,0,0,0,true,false,false,true,0
AriaTabsDataGridEnhancedDemo,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/AriaTabsDataGridEnhancedDemo.tsx,fully-compatible,0,0,0,0,true,false,false,true,0
AriaTabsDataGridFactory,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/AriaTabsDataGridFactory.ts,fully-compatible,0,0,0,0,false,false,false,true,0
AriaTabsDataGridPlugins,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/AriaTabsDataGridPlugins.ts,fully-compatible,0,0,0,0,false,false,false,true,0
AriaTabsDataGridTCH,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/AriaTabsDataGridTCH.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
AriaTabsDataGridTypes,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/AriaTabsDataGridTypes.ts,fully-compatible,0,0,0,0,false,false,false,true,0
HealthcareCardTemplates,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/HealthcareCardTemplates.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
SortStatusControl,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/SortStatusControl/SortStatusControl.tsx,fully-compatible,0,0,0,0,true,false,false,true,0
SortStatusControl,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/SortStatusControl.tsx,fully-compatible,0,0,0,0,true,false,false,true,0
SortStatusControlTypes,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/SortStatusControlTypes.ts,fully-compatible,0,0,0,0,false,false,false,true,0
useIntelligentLayout,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/hooks/useIntelligentLayout.ts,requires-refactoring,55,39,10,53,true,true,true,false,2
icons,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/icons.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
patient,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/patient.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
utils,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SortableDataTable/utils.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
SpacingUtilities,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SpacingUtilities/SpacingUtilities.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
SpacingUtilities.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SpacingUtilities/SpacingUtilities.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
SummaryCard.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SummaryCard/SummaryCard.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
SummaryList,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SummaryList/SummaryList.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
SummaryList.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/SummaryList/SummaryList.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Table,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Tables/Table.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
Table.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Tables/Table.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
AriaTabs,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Tabs/AriaTabs.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
AriaTabsTypes,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Tabs/AriaTabsTypes.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Tabs,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Tabs/Tabs.tsx,fully-compatible,0,0,0,0,true,false,false,true,0
Tabs.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Tabs/Tabs.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Tag.schema,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Tag/Tag.schema.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Tag,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Tag/Tag.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
Tag.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Tag/Tag.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
TaskList,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/TaskList/TaskList.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
Textarea.schema,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Textarea/Textarea.schema.ts,fully-compatible,0,0,0,0,false,false,false,true,0
Textarea,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Textarea/Textarea.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
Textarea.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/Textarea/Textarea.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
TransactionalPageTemplate,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/TransactionalPageTemplate/TransactionalPageTemplate.tsx,requires-refactoring,1,1,0,1,false,false,false,false,1
WarningCallout,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/WarningCallout/WarningCallout.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
WidthContainer,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/WidthContainer/WidthContainer.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
WidthUtilities,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/WidthUtilities/WidthUtilities.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
WidthUtilities.types,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/WidthUtilities/WidthUtilities.types.ts,fully-compatible,0,0,0,0,false,false,false,true,0
ssr,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/ssr.ts,fully-compatible,0,0,0,0,false,false,false,true,0
test-account-icon,/Users/fergusbisset/Dropbox/Sites/nhs-fdp-design-system/src/components/test-account-icon.tsx,fully-compatible,0,0,0,0,false,false,false,true,0
