timestamp,sourceComponents,builtJs,builtCss,macros,macroCoveragePercent,sassMixed,tokensInSync,missingMacroCount,parityCssGaps,parityJsGaps
"2025-09-03T05:58:16.255Z",57,56,56,0,0,4875,false,57,0,0
